0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
0.0000,0.0000,3.1416,0.0000
